lower_bound,upper_bound,correction
164.152600,164.159700,58.991500
164.159800,164.173800,-35.434300
164.173900,164.206100,-43.363900
164.206200,164.208800,-4.390000
164.208900,164.218700,52.236000
164.218800,164.257700,10.192700
164.257800,164.271800,-40.951500
164.271900,164.273100,-0.775000
164.273200,164.300900,-34.875600
164.301000,164.307800,-12.359600
164.307900,164.312200,-9.927600
164.312300,164.313600,-31.229000
164.313700,164.319300,36.320000
164.319400,164.325100,-3.240600
164.325200,164.330800,-33.670400
164.330900,164.336400,72.816200
164.336500,164.343400,14.394600
164.343500,164.349400,12.565100
164.349500,164.355000,16.211900
164.355100,164.355800,-43.415400
164.355900,164.356700,-41.590500
164.356800,164.359000,-49.500800
164.359100,164.366800,10.119600
164.366900,164.367900,-33.077000
164.368000,164.368400,-36.119100
164.368500,164.392600,-37.953400
164.392700,164.395600,-39.171100
164.395700,164.399600,-31.873300
164.399700,164.405800,-13.628400
164.405900,164.408700,-36.743000
164.408800,164.412100,-45.259500
164.412200,164.418400,4.003000
164.418500,164.472200,-35.551400
164.472300,164.476400,44.093700
164.476500,164.483000,-21.572400
164.483100,164.487500,-39.205100
164.487600,164.494200,-42.855100
164.494300,164.501400,-31.307600
164.501500,164.507200,-6.994900
164.507300,164.522200,-2.140900
164.522300,164.528600,-21.594200
164.528700,164.530600,-11.262700
164.530700,164.546300,-40.442300
164.546400,164.548300,14.859900
164.548400,164.548800,37.345300
164.548900,164.552800,6.348800
164.552900,164.555000,-48.345500
164.555100,164.577800,-34.377600
164.577900,164.596400,-31.954800
164.596500,164.609900,8.741900
164.610000,164.613500,-39.859100
164.613600,164.614600,-24.672600
164.614700,164.622500,-39.255000
164.622600,164.631000,59.143800
164.631100,164.636200,-30.149000
164.636300,164.637800,-43.512400
164.637900,164.649300,51.837900
164.649400,164.654900,36.649400
164.655000,164.658000,-24.085100
164.658100,164.691000,9.902800
164.691100,164.709300,-36.251300
164.709400,164.717100,-34.433100
164.717200,164.723600,-39.899300
164.723700,164.730300,-34.438300
164.730400,164.745500,-15.020400
164.745600,164.747200,-31.410100
164.747300,164.750500,89.984300
164.750600,164.752500,-30.198300
164.752600,164.758500,-33.842500
164.758600,164.784700,-21.716000
164.784800,164.796000,-40.532500
164.796100,164.809900,-30.829400
164.810000,164.814800,-29.011200
164.814900,164.818800,97.792900
164.818900,164.826200,-38.723400
164.826300,164.829300,-47.824800
164.829400,164.832300,66.836300
164.832400,164.837300,-38.727500
164.837400,164.837900,5.558200
164.838000,164.851800,-1.729900
164.851900,164.855600,-26.602400
164.855700,164.865800,-30.246300
164.865900,164.875500,-13.874400
164.875600,164.876400,-21.153100
164.876500,164.880000,-26.006800
164.880100,164.881600,-19.336000
164.881700,164.887600,5.526400
164.887700,164.914400,29.764300
164.914500,164.948300,-4.818600
164.948400,164.955800,-26.647000
164.955900,164.962200,18.208900
164.962300,164.965700,-27.863800
164.965800,164.966300,-43.018700
164.966400,164.969900,-14.529900
164.970000,164.972400,-47.263900
164.972500,164.985200,-23.629500
164.985300,164.988600,57.586600
164.988700,164.990200,4.248600
164.990300,164.995100,-44.240800
164.995200,164.997400,-0.604500
164.997500,165.000100,-34.545500
165.000200,165.002900,-13.940900
165.003000,165.006400,-10.912500
165.006500,165.006900,-41.214600
165.007000,165.024500,-31.525300
165.024600,165.040600,-48.497500
165.040700,165.043300,-10.326600
165.043400,165.055400,-52.137300
165.055500,165.055400,-38.808400
165.055500,165.056700,-43.049900
165.056800,165.070400,-7.918100
165.070500,165.071800,96.884000
165.071900,165.081700,73.853300
165.081800,165.098500,-26.104700
165.098600,165.106200,25.373800
165.106300,165.121300,-37.621600
165.121400,165.123300,-26.721400
165.123400,165.133300,-32.781600
165.133400,165.134800,-66.693900
165.134900,165.135400,-37.021400
165.135500,165.139700,-45.500700
165.139800,165.141900,-27.940800
165.142000,165.145900,79.235400
165.146000,165.146000,-41.264100
165.146100,165.148000,80.444200
165.148100,165.149500,58.644200
165.149600,165.164400,-48.536100
165.164500,165.164700,41.676700
165.164800,165.165300,-24.923700
165.165400,165.170000,-39.456300
165.170100,165.173700,-41.273900
165.173800,165.191200,-38.253400
165.191300,165.200200,-37.651400
165.200300,165.227700,-24.346800
165.227800,165.228200,-22.531400
165.228300,165.232700,-36.453300
165.232800,165.244800,85.179800
165.244900,165.245100,99.098200
165.245200,165.249700,-38.880400
165.249800,165.253700,-42.512600
165.253800,165.258600,-24.966100
165.258700,165.289000,6.480200
165.289100,165.308800,-34.062800
165.308900,165.308800,-17.124800
165.308900,165.314900,-39.509400
165.315000,165.317400,-38.300500
165.317500,165.326100,-57.659400
165.326200,165.341200,39.711100
165.341300,165.342000,-15.931800
165.342100,165.367100,-15.944600
165.367200,165.371000,-35.297000
165.371100,165.372600,-15.342700
